GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AOM001,AOM002,AOM003,AOM004,AOM005,AOM006,AOM007,AOM008,AOF001
"G3900150","1880","Ohio","390","Brown","0150","Brown",0,215,282,748,1057,1144,13,3,2085773
"G3900170","1880","Ohio","390","Butler","0170","Butler",2,93,103,316,747,1379,1,0,2916985
"G3900190","1880","Ohio","390","Carroll","0190","Carroll",0,65,61,283,632,1044,9,0,1115838
"G3900210","1880","Ohio","390","Champaign","0210","Champaign",1,115,126,332,685,977,17,1,2191732
"G3900230","1880","Ohio","390","Clark","0230","Clark",2,164,143,307,471,924,34,5,2285325
"G3900250","1880","Ohio","390","Clermont","0250","Clermont",1,163,286,803,1139,1065,7,0,2079110
"G3900270","1880","Ohio","390","Clinton","0270","Clinton",0,84,112,341,715,1065,17,3,1906096
"G3900290","1880","Ohio","390","Columbiana","0290","Columbiana",0,188,233,617,1125,1409,4,0,1986703
"G3900310","1880","Ohio","390","Coshocton","0310","Coshocton",2,106,107,480,807,1423,17,2,1845786
"G3900330","1880","Ohio","390","Crawford","0330","Crawford",0,125,105,423,892,903,8,0,2037153
"G3900350","1880","Ohio","390","Cuyahoga","0350","Cuyahoga",3,369,581,1215,1144,851,5,1,2400119
"G3900370","1880","Ohio","390","Darke","0370","Darke",1,199,230,1047,1768,1246,2,0,2944449
"G3900390","1880","Ohio","390","Defiance","0390","Defiance",5,46,58,553,892,773,10,4,1349134
"G3900410","1880","Ohio","390","Delaware","0410","Delaware",4,163,201,582,962,1099,17,2,1664578
"G3900430","1880","Ohio","390","Erie","0430","Erie",0,128,195,425,597,565,8,0,1496458
"G3900450","1880","Ohio","390","Fairfield","0450","Fairfield",0,179,190,505,998,1297,10,2,2287008
"G3900470","1880","Ohio","390","Fayette","0470","Fayette",10,64,124,421,486,792,49,11,1659533
"G3900490","1880","Ohio","390","Franklin","0490","Franklin",2,308,388,909,1121,1198,19,1,2963524
"G3900510","1880","Ohio","390","Fulton","0510","Fulton",1,58,86,793,1049,933,6,0,1623850
"G3900530","1880","Ohio","390","Gallia","0530","Gallia",0,131,168,670,732,971,23,5,1035223
"G3900550","1880","Ohio","390","Geauga","0550","Geauga",6,104,153,434,670,1080,14,1,1430088
"G3900570","1880","Ohio","390","Greene","0570","Greene",2,161,125,344,647,1111,7,1,2517817
"G3900590","1880","Ohio","390","Guernsey","0590","Guernsey",4,141,140,402,757,1386,34,1,1453043
"G3900610","1880","Ohio","390","Hamilton","0610","Hamilton",13,438,712,1372,914,610,4,1,3276550
"G3900630","1880","Ohio","390","Hancock","0630","Hancock",5,126,82,591,1169,1291,16,5,2295503
"G3900650","1880","Ohio","390","Hardin","0650","Hardin",2,61,118,621,953,901,21,5,1510502
"G3900670","1880","Ohio","390","Harrison","0670","Harrison",0,108,84,243,490,1235,36,0,1522010
"G3900690","1880","Ohio","390","Henry","0690","Henry",3,51,61,802,888,551,2,0,1225406
"G3900710","1880","Ohio","390","Highland","0710","Highland",2,157,144,463,977,1364,18,2,1620882
"G3900730","1880","Ohio","390","Hocking","0730","Hocking",1,40,69,365,640,981,16,3,628717
"G3900750","1880","Ohio","390","Holmes","0750","Holmes",10,73,93,395,771,1111,4,0,1509166
"G3900770","1880","Ohio","390","Huron","0770","Huron",0,96,125,533,1068,1265,16,1,2241964
"G3900790","1880","Ohio","390","Jackson","0790","Jackson",1,62,70,428,560,800,24,6,505014
"G3900810","1880","Ohio","390","Jefferson","0810","Jefferson",0,74,83,212,449,1091,15,3,1382224
"G3900830","1880","Ohio","390","Knox","0830","Knox",22,214,201,525,1001,1445,11,0,1803438
"G3900850","1880","Ohio","390","Lake","0850","Lake",0,66,121,371,500,516,5,2,1043925
"G3900870","1880","Ohio","390","Lawrence","0870","Lawrence",1,92,149,589,542,555,9,10,614990
"G3900890","1880","Ohio","390","Licking","0890","Licking",2,182,236,615,1091,1837,36,4,2606088
"G3900910","1880","Ohio","390","Logan","0910","Logan",0,127,102,338,783,1133,15,2,1956302
"G3900930","1880","Ohio","390","Lorain","0930","Lorain",0,169,244,779,1218,1251,7,1,2224077
"G3900950","1880","Ohio","390","Lucas","0950","Lucas",2,100,153,728,670,396,6,1,1323494
"G3900970","1880","Ohio","390","Madison","0970","Madison",0,119,184,600,560,846,46,22,1909546
"G3900990","1880","Ohio","390","Mahoning","0990","Mahoning",2,242,234,542,899,915,6,2,1328358
"G3901010","1880","Ohio","390","Marion","1010","Marion",0,69,82,402,715,874,31,8,1674002
