GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AOM001,AOM002,AOM003,AOM004,AOM005,AOM006,AOM007,AOM008,AOF001
"G1800550","1880","Indiana","180","Greene","0550","Greene",0,42,110,702,828,1043,19,6,999665
"G1800570","1880","Indiana","180","Hamilton","0570","Hamilton",16,138,198,802,1068,824,8,1,1842476
"G1800590","1880","Indiana","180","Hancock","0590","Hancock",0,32,97,561,723,631,6,0,1286438
"G1800610","1880","Indiana","180","Harrison","0610","Harrison",2,62,97,599,887,1103,9,1,785709
"G1800630","1880","Indiana","180","Hendricks","0630","Hendricks",2,120,148,646,917,891,13,0,1560771
"G1800650","1880","Indiana","180","Henry","0650","Henry",3,112,112,453,870,892,10,2,1866144
"G1800670","1880","Indiana","180","Howard","0670","Howard",2,121,137,616,760,537,3,0,1152715
"G1800690","1880","Indiana","180","Huntington","0690","Huntington",0,70,80,506,1002,811,6,1,1381824
"G1800710","1880","Indiana","180","Jackson","0710","Jackson",1,25,61,442,570,981,42,6,941468
"G1800730","1880","Indiana","180","Jasper","0730","Jasper",0,7,26,278,391,601,27,20,695608
"G1800750","1880","Indiana","180","Jay","0750","Jay",1,21,39,574,952,767,3,0,1050383
"G1800770","1880","Indiana","180","Jefferson","0770","Jefferson",2,70,100,515,787,855,10,1,899382
"G1800790","1880","Indiana","180","Jennings","0790","Jennings",0,37,80,428,634,822,30,3,619093
"G1800810","1880","Indiana","180","Johnson","0810","Johnson",0,81,136,496,651,731,15,3,1319931
"G1800830","1880","Indiana","180","Knox","0830","Knox",1,22,66,423,659,914,32,8,2182275
"G1800850","1880","Indiana","180","Kosciusko","0850","Kosciusko",3,44,72,670,1088,1049,9,2,1718227
"G1800870","1880","Indiana","180","Lagrange","0870","Lagrange",0,63,63,465,742,812,8,1,1700688
"G1800890","1880","Indiana","180","Lake","0890","Lake",0,88,70,245,472,757,31,7,1023733
"G1800910","1880","Indiana","180","LaPorte","0910","Laporte",4,53,86,505,761,940,12,7,1782427
"G1800930","1880","Indiana","180","Lawrence","0930","Lawrence",1,25,47,235,423,948,71,14,838383
"G1800950","1880","Indiana","180","Madison","0950","Madison",1,38,86,766,985,931,4,0,1968133
"G1800970","1880","Indiana","180","Marion","0970","Marion",1,117,238,712,893,758,10,1,2315815
"G1800990","1880","Indiana","180","Marshall","0990","Marshall",0,18,44,587,910,874,9,0,1547958
"G1801010","1880","Indiana","180","Martin","1010","Martin",4,45,103,395,477,651,24,5,515287
"G1801030","1880","Indiana","180","Miami","1030","Miami",0,57,71,384,831,877,3,0,1563952
"G1801050","1880","Indiana","180","Monroe","1050","Monroe",1,48,72,374,538,864,32,3,648508
"G1801070","1880","Indiana","180","Montgomery","1070","Montgomery",0,53,76,351,542,645,5,4,2324361
"G1801090","1880","Indiana","180","Morgan","1090","Morgan",0,38,84,435,599,848,31,6,1329587
"G1801110","1880","Indiana","180","Newton","1110","Newton",1,6,17,157,338,531,22,23,857826
"G1801130","1880","Indiana","180","Noble","1130","Noble",1,47,61,487,914,883,6,0,1743091
"G1801150","1880","Indiana","180","Ohio","1150","Ohio",0,19,23,83,151,245,3,0,264528
"G1801170","1880","Indiana","180","Orange","1170","Orange",0,20,56,363,565,977,19,3,636882
"G1801190","1880","Indiana","180","Owen","1190","Owen",0,52,83,392,531,868,30,5,682734
"G1801210","1880","Indiana","180","Parke","1210","Parke",2,57,108,472,606,959,20,6,1665339
"G1801230","1880","Indiana","180","Perry","1230","Perry",1,24,59,358,481,703,19,2,462129
"G1801250","1880","Indiana","180","Pike","1250","Pike",1,37,161,721,678,561,14,2,844938
"G1801270","1880","Indiana","180","Porter","1270","Porter",4,33,81,418,520,707,20,10,1089747
"G1801290","1880","Indiana","180","Posey","1290","Posey",0,37,68,501,739,730,10,0,1877165
"G1801310","1880","Indiana","180","Pulaski","1310","Pulaski",0,20,22,301,463,564,13,1,536544
"G1801330","1880","Indiana","180","Putnam","1330","Putnam",1,83,125,519,682,1057,35,11,1264696
"G1801350","1880","Indiana","180","Randolph","1350","Randolph",1,82,133,730,1158,981,8,1,1831484
"G1801370","1880","Indiana","180","Ripley","1370","Ripley",15,76,142,698,1065,945,11,4,1016715
"G1801390","1880","Indiana","180","Rush","1390","Rush",3,40,56,295,708,1034,16,0,2101306
"G1801410","1880","Indiana","180","St Joseph","1410","St Joseph",1,63,97,571,784,879,16,3,1773548
"G1801430","1880","Indiana","180","Scott","1430","Scott",0,16,32,192,264,423,8,0,284264
"G1801450","1880","Indiana","180","Shelby","1450","Shelby",0,63,169,663,938,892,5,0,2168495
"G1801470","1880","Indiana","180","Spencer","1470","Spencer",1,56,182,676,839,590,9,1,956406
"G1801490","1880","Indiana","180","Starke","1490","Starke",0,16,17,258,250,212,4,0,172871
"G1801510","1880","Indiana","180","Steuben","1510","Steuben",0,41,55,472,675,636,6,2,1293058
"G1801530","1880","Indiana","180","Sullivan","1530","Sullivan",5,57,124,788,781,918,13,1,1440670
"G1801550","1880","Indiana","180","Switzerland","1550","Switzerland",1,19,70,275,417,553,12,0,636539
"G1801570","1880","Indiana","180","Tippecanoe","1570","Tippecanoe",8,95,143,569,770,1043,23,8,2251103
"G1801590","1880","Indiana","180","Tipton","1590","Tipton",0,25,61,587,596,450,5,0,834305
"G1801610","1880","Indiana","180","Union","1610","Union",2,11,31,106,242,417,9,0,847923
"G1801630","1880","Indiana","180","Vanderburgh","1630","Vanderburgh",0,79,120,465,522,380,4,0,1076533
"G1801650","1880","Indiana","180","Vermillion","1650","Vermillion",2,37,78,307,339,492,29,8,1209195
"G1801670","1880","Indiana","180","Vigo","1670","Vigo",0,93,177,679,670,796,17,2,1803509
"G1801690","1880","Indiana","180","Wabash","1690","Wabash",6,91,130,461,942,953,5,0,1843828
"G1801710","1880","Indiana","180","Warren","1710","Warren",0,34,77,347,397,662,41,14,1144592
"G1801730","1880","Indiana","180","Warrick","1730","Warrick",16,40,101,672,774,729,11,1,932406
"G1801750","1880","Indiana","180","Washington","1750","Washington",14,52,77,485,737,1252,25,6,673895
"G1801770","1880","Indiana","180","Wayne","1770","Wayne",1,173,139,437,802,1014,6,0,2154493
"G1801790","1880","Indiana","180","Wells","1790","Wells",0,21,81,502,825,694,2,1,1118446
"G1801810","1880","Indiana","180","White","1810","White",1,31,48,462,598,729,33,4,1032214
"G1801830","1880","Indiana","180","Whitley","1830","Whitley",0,74,47,435,784,734,5,0,1185033
"G1900010","1880","Iowa","190","Adair","0010","Adair",0,6,8,185,625,787,14,3,1184062
"G1900030","1880","Iowa","190","Adams","0030","Adams",3,13,14,235,661,664,8,3,1061711
"G1900050","1880","Iowa","190","Allamakee","0050","Allamakee",4,21,31,272,654,1438,20,1,1333982
"G1900070","1880","Iowa","190","Appanoose","0070","Appanoose",2,8,29,403,619,1060,36,4,1267537
"G1900090","1880","Iowa","190","Audubon","0090","Audubon",0,12,21,205,426,466,7,4,658448
"G1900110","1880","Iowa","190","Benton","0110","Benton",0,44,64,268,974,1791,46,4,2780245
"G1900130","1880","Iowa","190","Black Hawk","0130","Black Hawk",0,16,34,201,697,1366,25,6,2096291
"G1900150","1880","Iowa","190","Boone","0150","Boone",0,18,56,294,780,1176,16,0,1527569
"G1900170","1880","Iowa","190","Bremer","0170","Bremer",1,33,74,218,483,1071,13,2,1008292
"G1900190","1880","Iowa","190","Buchanan","0190","Buchanan",0,21,44,202,691,1291,35,6,1592070
"G1900210","1880","Iowa","190","Buena Vista","0210","Buena Vista",1,2,1,77,387,554,9,4,749101
"G1900230","1880","Iowa","190","Butler","0230","Butler",0,7,15,139,663,1119,26,6,1587416
"G1900250","1880","Iowa","190","Calhoun","0250","Calhoun",0,1,2,71,415,370,3,0,438175
"G1900270","1880","Iowa","190","Carroll","0270","Carroll",0,4,4,129,621,952,11,0,1415829
"G1900290","1880","Iowa","190","Cass","0290","Cass",1,9,16,208,738,1015,16,3,1577703
"G1900310","1880","Iowa","190","Cedar","0310","Cedar",0,21,37,221,608,1428,38,5,2510911
"G1900330","1880","Iowa","190","Cerro Gordo","0330","Cerro Gordo",0,18,17,94,363,868,24,3,1115712
"G1900350","1880","Iowa","190","Cherokee","0350","Cherokee",4,3,2,81,469,686,21,2,858417
"G1900370","1880","Iowa","190","Chickasaw","0370","Chickasaw",3,16,22,232,600,1114,20,1,1164459
"G1900390","1880","Iowa","190","Clarke","0390","Clarke",0,13,11,246,506,776,24,0,950812
"G1900410","1880","Iowa","190","Clay","0410","Clay",0,0,0,24,410,257,4,2,356250
"G1900430","1880","Iowa","190","Clayton","0430","Clayton",1,66,92,535,881,1712,29,5,2316387
"G1900450","1880","Iowa","190","Clinton","0450","Clinton",4,34,55,239,717,1785,59,6,3129836
"G1900470","1880","Iowa","190","Crawford","0470","Crawford",0,5,7,117,560,975,33,5,1481635
"G1900490","1880","Iowa","190","Dallas","0490","Dallas",1,8,26,356,765,1126,18,7,1572381
"G1900510","1880","Iowa","190","Davis","0510","Davis",2,22,32,403,624,1205,38,2,1112685
"G1900530","1880","Iowa","190","Decatur","0530","Decatur",0,9,20,400,576,931,38,11,990760
"G1900550","1880","Iowa","190","Delaware","0550","Delaware",1,18,22,215,610,1377,30,4,2197515
"G1900570","1880","Iowa","190","Des Moines","0570","Des Moines",2,58,93,481,717,897,15,8,1527130
"G1900590","1880","Iowa","190","Dickinson","0590","Dickinson",0,2,0,17,54,196,4,0,95070
"G1900610","1880","Iowa","190","Dubuque","0610","Dubuque",4,54,84,315,692,1400,39,4,2002659
"G1900630","1880","Iowa","190","Emmet","0630","Emmet",1,6,10,40,37,133,3,0,104104
"G1900650","1880","Iowa","190","Fayette","0650","Fayette",2,32,52,317,885,1561,20,0,1756468
"G1900670","1880","Iowa","190","Floyd","0670","Floyd",2,18,35,190,619,1029,15,4,1641305
"G1900690","1880","Iowa","190","Franklin","0690","Franklin",1,14,10,106,444,828,20,6,1131214
"G1900710","1880","Iowa","190","Fremont","0710","Fremont",3,12,34,329,634,814,33,12,1842605
"G1900730","1880","Iowa","190","Greene","0730","Greene",1,11,13,198,632,823,14,2,1051692
"G1900750","1880","Iowa","190","Grundy","0750","Grundy",0,6,15,94,521,1204,25,7,1893210
"G1900770","1880","Iowa","190","Guthrie","0770","Guthrie",0,15,40,261,621,767,14,4,1026834
"G1900790","1880","Iowa","190","Hamilton","0790","Hamilton",0,16,40,233,605,661,9,1,913473
"G1900810","1880","Iowa","190","Hancock","0810","Hancock",0,6,3,23,143,352,11,1,259762
"G1900830","1880","Iowa","190","Hardin","0830","Hardin",0,6,34,234,722,914,17,3,1302980
"G1900850","1880","Iowa","190","Harrison","0850","Harrison",2,25,20,405,604,867,32,5,1277995
"G1900870","1880","Iowa","190","Henry","0870","Henry",2,79,98,399,713,936,13,4,1572964
"G1900890","1880","Iowa","190","Howard","0890","Howard",1,6,14,65,406,987,22,1,1038676
"G1900910","1880","Iowa","190","Humboldt","0910","Humboldt",0,10,5,70,247,391,8,0,512902
"G1900930","1880","Iowa","190","Ida","0930","Ida",0,2,5,26,163,414,12,4,506173
"G1900950","1880","Iowa","190","Iowa","0950","Iowa",4,17,20,258,728,1382,29,8,2095764
"G1900970","1880","Iowa","190","Jackson","0970","Jackson",7,24,65,319,574,1573,61,5,2102330
"G1900990","1880","Iowa","190","Jasper","0990","Jasper",1,24,69,430,1092,1557,36,11,2881567
"G1901010","1880","Iowa","190","Jefferson","1010","Jefferson",2,43,80,359,647,1083,24,1,1201695
"G1901030","1880","Iowa","190","Johnson","1030","Johnson",4,57,78,381,778,1455,45,1,2454972
"G1901050","1880","Iowa","190","Jones","1050","Jones",0,26,31,276,587,1480,27,2,2387964
"G1901070","1880","Iowa","190","Keokuk","1070","Keokuk",2,37,66,387,842,1420,43,9,1897087
"G1901090","1880","Iowa","190","Kossuth","1090","Kossuth",0,7,14,60,281,381,11,3,359414
"G1901110","1880","Iowa","190","Lee","1110","Lee",1,48,98,420,692,1218,30,8,1773619
"G1901130","1880","Iowa","190","Linn","1130","Linn",2,74,118,533,1150,1569,27,2,2427581
"G1901150","1880","Iowa","190","Louisa","1150","Louisa",0,37,32,251,424,799,29,6,1495888
"G1901170","1880","Iowa","190","Lucas","1170","Lucas",3,12,29,304,559,752,29,3,1006391
"G1901190","1880","Iowa","190","Lyon","1190","Lyon",0,0,0,6,87,209,7,4,109219
"G1901210","1880","Iowa","190","Madison","1210","Madison",1,11,22,290,755,1177,23,5,1598271
"G1901230","1880","Iowa","190","Mahaska","1230","Mahaska",1,58,111,568,872,1285,40,8,2232907
"G1901250","1880","Iowa","190","Marion","1250","Marion",0,33,70,509,1013,1165,24,1,1835245
"G1901270","1880","Iowa","190","Marshall","1270","Marshall",3,52,57,201,680,1433,52,8,2445427
"G1901290","1880","Iowa","190","Mills","1290","Mills",1,7,21,214,497,796,33,9,1362293
"G1901310","1880","Iowa","190","Mitchell","1310","Mitchell",0,35,35,146,559,1027,9,3,1533380
"G1901330","1880","Iowa","190","Monona","1330","Monona",0,4,15,250,461,406,22,11,846956
"G1901350","1880","Iowa","190","Monroe","1350","Monroe",1,15,27,232,439,907,30,2,1041538
"G1901370","1880","Iowa","190","Montgomery","1370","Montgomery",0,12,11,151,790,810,17,3,1295844
"G1901390","1880","Iowa","190","Muscatine","1390","Muscatine",1,42,55,225,532,1024,39,2,1949278
"G1901410","1880","Iowa","190","O Brien","1410","O Brien",1,1,2,23,256,267,9,1,281277
"G1901430","1880","Iowa","190","Osceola","1430","Osceola",0,0,1,54,155,280,3,2,125356
"G1901450","1880","Iowa","190","Page","1450","Page",0,27,40,348,970,1092,22,2,1961993
"G1901470","1880","Iowa","190","Palo Alto","1470","Palo Alto",0,1,1,24,316,226,4,1,281991
"G1901490","1880","Iowa","190","Plymouth","1490","Plymouth",0,0,0,36,418,740,15,3,419763
"G1901510","1880","Iowa","190","Pocahontas","1510","Pocahontas",1,0,13,102,257,272,6,3,259573
"G1901530","1880","Iowa","190","Polk","1530","Polk",2,63,104,495,856,1121,34,6,2076978
"G1901550","1880","Iowa","190","Pottawattamie","1550","Pottawattamie",3,27,55,546,1124,1453,38,8,2603147
"G1901570","1880","Iowa","190","Poweshiek","1570","Poweshiek",0,12,36,231,748,1258,49,4,2151140
"G1901590","1880","Iowa","190","Ringgold","1590","Ringgold",1,1,15,341,626,738,30,3,819918
"G1901610","1880","Iowa","190","Sac","1610","Sac",1,4,8,80,394,808,30,5,996170
"G1901630","1880","Iowa","190","Scott","1630","Scott",14,162,145,337,591,1248,11,0,2817613
"G1901650","1880","Iowa","190","Shelby","1650","Shelby",0,6,8,238,763,915,15,1,1555920
"G1901670","1880","Iowa","190","Sioux","1670","Sioux",0,0,1,30,350,518,7,2,324835
"G1901690","1880","Iowa","190","Story","1690","Story",0,30,28,274,773,1087,25,1,1470317
"G1901710","1880","Iowa","190","Tama","1710","Tama",3,15,27,232,863,1635,31,3,2569009
"G1901730","1880","Iowa","190","Taylor","1730","Taylor",2,5,13,383,841,1011,19,5,1556678
"G1901750","1880","Iowa","190","Union","1750","Union",1,9,11,209,547,619,23,6,842192
"G1901770","1880","Iowa","190","Van Buren","1770","Van Buren",2,26,46,337,647,1174,36,4,1314696
"G1901790","1880","Iowa","190","Wapello","1790","Wapello",2,46,68,302,544,1046,29,5,1187660
"G1901810","1880","Iowa","190","Warren","1810","Warren",1,17,45,439,897,1179,34,5,1978412
"G1901830","1880","Iowa","190","Washington","1830","Washington",4,33,47,353,763,1430,31,2,2031827
"G1901850","1880","Iowa","190","Wayne","1850","Wayne",1,9,24,341,724,1034,43,3,1612893
"G1901870","1880","Iowa","190","Webster","1870","Webster",0,25,33,219,682,771,5,0,928990
"G1901890","1880","Iowa","190","Winnebago","1890","Winnebago",0,1,11,100,259,291,2,0,298004
"G1901910","1880","Iowa","190","Winneshiek","1910","Winneshiek",0,29,44,256,592,1761,36,2,1920358
"G1901930","1880","Iowa","190","Woodbury","1930","Woodbury",0,8,12,171,379,555,24,5,589987
"G1901950","1880","Iowa","190","Worth","1950","Worth",0,5,5,75,308,746,5,1,832738
"G1901970","1880","Iowa","190","Wright","1970","Wright",0,0,6,69,255,446,8,1,466001
"G2000010","1880","Kansas","200","Allen","0010","Allen",1,12,13,134,434,908,15,3,508690
"G2000030","1880","Kansas","200","Anderson","0030","Anderson",1,5,44,174,491,575,8,0,622573
"G2000035","1880","Kansas","200","Arapahoe","0035","Arapahoe",0,0,0,0,0,0,0,0,0
"G2000050","1880","Kansas","200","Atchison","0050","Atchison",2,17,50,242,508,843,10,4,1153463
"G2000070","1880","Kansas","200","Barber","0070","Barber",0,0,1,4,11,305,0,0,27753
"G2000090","1880","Kansas","200","Barton","0090","Barton",0,0,5,28,372,1519,33,5,456680
"G2000110","1880","Kansas","200","Bourbon","0110","Bourbon",0,25,62,314,622,1122,16,4,898830
"G2000130","1880","Kansas","200","Brown","0130","Brown",2,9,22,160,629,1019,28,2,1399047
"G2000135","1880","Kansas","200","Buffalo","0135","Buffalo",0,0,0,0,0,63,0,0,2155
"G2000150","1880","Kansas","200","Butler","0150","Butler",0,12,13,111,542,2156,28,3,865438
"G2000170","1880","Kansas","200","Chase","0170","Chase",0,6,14,70,223,441,17,4,346788
"G2000190","1880","Kansas","200","Chautauqua","0190","Chautauqua",2,3,17,148,454,994,5,0,460204
"G2000210","1880","Kansas","200","Cherokee","0210","Cherokee",0,5,16,170,581,1341,10,1,942911
"G2000230","1880","Kansas","200","Cheyenne","0230","Cheyenne",0,0,3,0,1,2,0,0,100
"G2000250","1880","Kansas","200","Clark","0250","Clark",0,0,0,0,0,26,0,0,1400
"G2000270","1880","Kansas","200","Clay","0270","Clay",0,3,5,38,430,1546,17,2,760359
"G2000290","1880","Kansas","200","Cloud","0290","Cloud",0,13,10,81,323,1851,11,1,795937
"G2000310","1880","Kansas","200","Coffey","0310","Coffey",4,14,16,221,602,592,10,8,555043
"G2000330","1880","Kansas","200","Comanche","0330","Comanche",0,0,0,0,2,63,1,4,6642
"G2000350","1880","Kansas","200","Cowley","0350","Cowley",3,7,10,128,690,1894,19,1,1234045
"G2000370","1880","Kansas","200","Crawford","0370","Crawford",1,17,43,218,617,1335,20,4,1053094
"G2000375","1880","Kansas","200","Davis","0375","Davis",0,12,8,41,238,452,12,4,311286
"G2000390","1880","Kansas","200","Decatur","0390","Decatur",2,9,10,4,8,964,2,0,47028
"G2000410","1880","Kansas","200","Dickinson","0410","Dickinson",0,6,11,81,731,1427,43,9,1119123
"G2000430","1880","Kansas","200","Doniphan","0430","Doniphan",1,15,33,235,537,788,10,1,1251086
"G2000450","1880","Kansas","200","Douglas","0450","Douglas",5,78,78,385,667,1036,12,4,1353040
"G2000470","1880","Kansas","200","Edwards","0470","Edwards",0,0,0,4,65,586,12,4,52598
"G2000490","1880","Kansas","200","Elk","0490","Elk",0,6,10,89,323,884,5,1,420351
"G2000510","1880","Kansas","200","Ellis","0510","Ellis",1,0,2,3,299,773,27,6,208731
"G2000530","1880","Kansas","200","Ellsworth","0530","Ellsworth",0,2,3,23,346,1062,11,7,416321
"G2000555","1880","Kansas","200","Foote","0555","Foote",0,0,0,1,0,26,0,0,1173
"G2000570","1880","Kansas","200","Ford","0570","Ford",0,0,0,0,29,365,2,0,27641
"G2000590","1880","Kansas","200","Franklin","0590","Franklin",0,28,56,355,727,871,18,6,985913
"G2000630","1880","Kansas","200","Gove","0630","Gove",0,0,0,1,7,288,3,0,5075
"G2000650","1880","Kansas","200","Graham","0650","Graham",0,2,1,5,8,741,0,5,35514
"G2000670","1880","Kansas","200","Grant","0670","Grant",0,0,0,0,0,0,0,0,0
"G2000710","1880","Kansas","200","Greeley","0710","Greeley",0,0,0,0,0,0,0,0,0
"G2000730","1880","Kansas","200","Greenwood","0730","Greenwood",0,7,15,151,279,1091,23,9,538391
"G2000750","1880","Kansas","200","Hamilton","0750","Hamilton",0,0,0,0,0,0,0,0,0
"G2000770","1880","Kansas","200","Harper","0770","Harper",0,0,0,4,28,860,4,0,108476
"G2000790","1880","Kansas","200","Harvey","0790","Harvey",2,2,6,41,456,963,14,2,663440
"G2000830","1880","Kansas","200","Hodgeman","0830","Hodgeman",1,2,1,0,11,456,3,0,22870
"G2000850","1880","Kansas","200","Jackson","0850","Jackson",0,7,22,165,421,667,19,8,715809
"G2000870","1880","Kansas","200","Jefferson","0870","Jefferson",0,7,38,310,659,986,19,4,1429127
"G2000890","1880","Kansas","200","Jewell","0890","Jewell",1,5,5,81,323,2687,8,0,949338
"G2000910","1880","Kansas","200","Johnson","0910","Johnson",0,39,69,325,678,1137,22,1,1671964
"G2000915","1880","Kansas","200","Kansas","0915","Kansas",0,0,0,0,0,0,0,0,0
"G2000930","1880","Kansas","200","Kearny","0930","Kearny",0,0,0,0,0,2,0,0,312
"G2000950","1880","Kansas","200","Kingman","0950","Kingman",0,0,2,0,26,872,6,1,75690
"G2000990","1880","Kansas","200","Labette","0990","Labette",1,16,22,109,591,1792,8,0,1106552
"G2001010","1880","Kansas","200","Lane","1010","Lane",0,0,0,0,1,177,0,0,7481
"G2001030","1880","Kansas","200","Leavenworth","1030","Leavenworth",3,85,123,430,634,783,26,3,1182480
"G2001050","1880","Kansas","200","Lincoln","1050","Lincoln",0,1,2,15,247,1336,11,3,440354
"G2001070","1880","Kansas","200","Linn","1070","Linn",0,11,37,344,641,1104,18,2,891918
"G2001110","1880","Kansas","200","Lyon","1110","Lyon",0,34,65,333,604,905,15,7,815362
"G2001130","1880","Kansas","200","McPherson","1130","Mcpherson",0,2,7,151,541,2220,24,4,1387039
"G2001150","1880","Kansas","200","Marion","1150","Marion",0,7,13,130,643,896,11,4,629058
"G2001170","1880","Kansas","200","Marshall","1170","Marshall",1,7,16,116,751,1200,21,4,911571
"G2001190","1880","Kansas","200","Meade","1190","Meade",0,0,0,0,0,87,0,0,5528
"G2001210","1880","Kansas","200","Miami","1210","Miami",1,37,42,246,727,1220,25,3,1446809
"G2001230","1880","Kansas","200","Mitchell","1230","Mitchell",0,5,9,47,237,1926,9,1,652684
"G2001250","1880","Kansas","200","Montgomery","1250","Montgomery",0,16,22,198,680,1424,12,4,1049477
"G2001270","1880","Kansas","200","Morris","1270","Morris",0,1,14,69,445,889,15,6,452830
"G2001310","1880","Kansas","200","Nemaha","1310","Nemaha",0,3,11,143,547,810,32,2,714109
"G2001330","1880","Kansas","200","Neosho","1330","Neosho",0,4,18,120,519,1449,3,2,1033839
"G2001350","1880","Kansas","200","Ness","1350","Ness",0,0,1,1,4,1006,7,1,24360
"G2001370","1880","Kansas","200","Norton","1370","Norton",2,6,3,10,23,1590,7,1,198163
"G2001390","1880","Kansas","200","Osage","1390","Osage",6,48,50,241,676,1043,22,5,849974
"G2001410","1880","Kansas","200","Osborne","1410","Osborne",0,2,8,49,162,2147,7,0,472834
"G2001430","1880","Kansas","200","Ottawa","1430","Ottawa",1,1,2,32,280,1379,13,3,557080
"G2001450","1880","Kansas","200","Pawnee","1450","Pawnee",0,1,3,5,95,895,27,2,143927
"G2001470","1880","Kansas","200","Phillips","1470","Phillips",4,25,39,92,109,2151,7,2,520758
"G2001490","1880","Kansas","200","Pottawatomie","1490","Pottawatomie",2,34,44,256,902,927,30,9,971937
"G2001510","1880","Kansas","200","Pratt","1510","Pratt",0,0,0,1,4,449,2,0,49221
"G2001530","1880","Kansas","200","Rawlins","1530","Rawlins",0,47,50,53,9,158,0,0,3991
"G2001550","1880","Kansas","200","Reno","1550","Reno",0,2,8,30,351,1960,18,2,452274
"G2001570","1880","Kansas","200","Republic","1570","Republic",1,3,10,121,414,1927,6,0,908949
"G2001590","1880","Kansas","200","Rice","1590","Rice",0,1,3,14,291,1098,16,0,406668
"G2001610","1880","Kansas","200","Riley","1610","Riley",0,10,14,63,348,875,20,3,517689
"G2001630","1880","Kansas","200","Rooks","1630","Rooks",0,0,8,17,36,1718,2,1,235035
"G2001650","1880","Kansas","200","Rush","1650","Rush",0,1,2,11,112,1254,8,0,129948
"G2001670","1880","Kansas","200","Russell","1670","Russell",1,0,1,6,277,1132,20,8,347476
"G2001690","1880","Kansas","200","Saline","1690","Saline",0,12,4,44,596,1295,32,3,955869
"G2001710","1880","Kansas","200","Scott","1710","Scott",0,0,0,0,0,0,0,0,0
"G2001730","1880","Kansas","200","Sedgwick","1730","Sedgwick",0,7,18,108,574,1985,20,2,1179725
"G2001735","1880","Kansas","200","Sequoyah","1735","Sequoyah",0,0,0,0,1,27,0,0,2095
"G2001750","1880","Kansas","200","Seward","1750","Seward",0,0,0,0,0,0,0,0,0
"G2001770","1880","Kansas","200","Shawnee","1770","Shawnee",3,95,82,330,623,755,21,8,1049195
"G2001790","1880","Kansas","200","Sheridan","1790","Sheridan",0,0,2,1,2,369,1,0,11344
"G2001810","1880","Kansas","200","Sherman","1810","Sherman",0,0,0,0,0,0,0,0,0
"G2001830","1880","Kansas","200","Smith","1830","Smith",1,3,3,48,187,2460,14,1,664637
"G2001850","1880","Kansas","200","Stafford","1850","Stafford",0,0,1,4,25,1117,10,0,135808
"G2001870","1880","Kansas","200","Stanton","1870","Stanton",0,0,0,0,0,0,0,0,0
"G2001890","1880","Kansas","200","Stevens","1890","Stevens",0,0,0,0,0,0,0,0,0
"G2001910","1880","Kansas","200","Sumner","1910","Sumner",3,17,24,173,576,2442,23,1,947963
"G2001930","1880","Kansas","200","Thomas","1930","Thomas",0,0,0,0,0,62,0,0,2159
"G2001950","1880","Kansas","200","Trego","1950","Trego",0,0,0,0,23,565,11,4,33034
"G2001970","1880","Kansas","200","Wabaunsee","1970","Wabaunsee",1,8,21,155,442,651,14,5,584447
"G2001990","1880","Kansas","200","Wallace","1990","Wallace",0,2,3,7,0,83,0,1,4874
"G2002010","1880","Kansas","200","Washington","2010","Washington",0,8,17,95,471,1678,21,3,957207
"G2002030","1880","Kansas","200","Wichita","2030","Wichita",0,0,0,0,0,0,0,0,0
"G2002050","1880","Kansas","200","Wilson","2050","Wilson",0,14,21,169,617,1129,10,3,797254
"G2002070","1880","Kansas","200","Woodson","2070","Woodson",2,6,15,69,341,507,21,4,381423
"G2002090","1880","Kansas","200","Wyandotte","2090","Wyandotte",0,40,86,338,301,192,6,0,514503
"G2100010","1880","Kentucky","210","Adair","0010","Adair",0,33,71,236,461,817,31,6,347744
"G2100030","1880","Kentucky","210","Allen","0030","Allen",2,66,161,337,523,677,17,4,318153
"G2100050","1880","Kentucky","210","Anderson","0050","Anderson",7,69,113,262,303,418,28,5,342995
"G2100070","1880","Kentucky","210","Ballard","0070","Ballard",3,61,161,384,541,629,31,8,674615
"G2100090","1880","Kentucky","210","Barren","0090","Barren",29,74,153,491,754,1069,27,5,826831
"G2100110","1880","Kentucky","210","Bath","0110","Bath",1,56,125,314,315,554,12,5,562724
"G2100130","1880","Kentucky","210","Bell","0130","Bell",0,29,53,75,194,395,34,16,105938
"G2100150","1880","Kentucky","210","Boone","0150","Boone",0,66,119,290,301,549,26,3,917751
"G2100170","1880","Kentucky","210","Bourbon","0170","Bourbon",2,36,40,77,163,542,57,15,1033364
"G2100190","1880","Kentucky","210","Boyd","0190","Boyd",1,15,52,84,84,167,32,6,169896
"G2100210","1880","Kentucky","210","Boyle","0210","Boyle",0,78,64,188,143,380,27,4,473848
"G2100230","1880","Kentucky","210","Bracken","0230","Bracken",5,100,242,510,418,400,11,6,1137500
"G2100250","1880","Kentucky","210","Breathitt","0250","Breathitt",0,31,35,73,178,629,74,63,156107
"G2100270","1880","Kentucky","210","Breckinridge","0270","Breckinridge",1,29,77,223,470,1230,53,10,821173
"G2100290","1880","Kentucky","210","Bullitt","0290","Bullitt",1,30,71,171,232,506,36,8,333991
"G2100310","1880","Kentucky","210","Butler","0310","Butler",4,42,104,236,403,814,36,9,452398
